name,identifier,total,total_esta,total_otra,total_fuera,mujer,mujer_esta,mujer_otra,mujer_fuera,hombre,hombre_esta,hombre_otra,hombre_fuera,total_esta_p,total_otra_p,total_fuera_p,mujer_esta_p,mujer_otra_p,mujer_fuera_p,hombre_esta_p,hombre_otra_p,hombre_fuera_p,latitude,longitude
Buenos Aires,General Villegas,35055,28076,6356,623,17709,14149,3213,347,17346,13927,3143,276,0.8009128512337755,0.1813150763086578,0.0177720724575666,0.7989722739849794,0.1814331695747924,0.0195945564402281,0.8028940389715208,0.1811945117029862,0.0159114493254929,-34.7702605023112,-62.9541988413061
Buenos Aires,Guaminí,11662,10724,802,136,5883,5410,400,73,5779,5314,402,63,0.9195678271308524,0.0687703652889727,0.0116618075801749,0.919598844127146,0.0679925208227095,0.0124086350501444,0.9195362519467036,0.0695622079944627,0.0109015400588337,-36.8906755108534,-62.4185310608382
Buenos Aires,Hipólito Yrigoyen,10581,9578,851,152,5367,4869,421,77,5214,4709,430,75,0.9052074473112184,0.080427180795766,0.0143653718930157,0.9072107322526552,0.0784423327743618,0.014346934972983,0.903145377828922,0.08247027234369,0.0143843498273878,-36.2591890205909,-61.660187626031
Buenos Aires,Hurlingham,185361,142368,34381,8612,96371,72593,18879,4899,88990,69775,15502,3713,0.7680580057293606,0.185481304049935,0.0464606902207044,0.7532660240113728,0.195899181288977,0.0508347946996503,0.7840768625688279,0.1741993482413754,0.0417237891897966,-34.5992830551765,-58.6495253867317
Buenos Aires,Ituzaingó,177983,135210,36148,6625,92829,69549,19475,3805,85154,65661,16673,2820,0.7596792952135878,0.2030980486900434,0.0372226560963687,0.7492163009404389,0.2097943530577729,0.0409893460017882,0.7710853277591188,0.1957982009065927,0.0331164713342884,-34.6360716118614,-58.6887595155761
Buenos Aires,José C. Paz,326527,247812,56516,22199,167300,125636,29725,11939,159227,122176,26791,10260,0.7589326456923929,0.1730821647214472,0.0679851895861598,0.7509623430962343,0.1776748356246264,0.0713628212791392,0.7673070521959215,0.1682566398914756,0.0644363079126027,-34.511853162718,-58.7776345982883
Buenos Aires,Junín,100964,89552,9397,2015,52663,46650,4960,1053,48301,42902,4437,962,0.8869696129313419,0.093072778416069,0.019957608652589,0.8858211647646355,0.0941837722879441,0.0199950629474203,0.8882217759466677,0.0918614521438479,0.0199167719094842,-34.5464751322689,-61.0052501278322
Buenos Aires,La Costa,100400,78275,15965,6160,51754,40143,8383,3228,48646,38132,7582,2932,0.7796314741035857,0.1590139442231075,0.0613545816733067,0.7756501912895621,0.1619778181396607,0.0623719905707771,0.7838671216544012,0.1558607079718784,0.0602721703737203,-36.6971678213727,-56.7159402751909
Buenos Aires,La Matanza,1837168,1368951,314227,153990,952170,703564,165561,83045,884998,665387,148666,70945,0.7451419793943722,0.1710387944923926,0.0838192261132351,0.7389058676496844,0.1738775638803995,0.087216568469916,0.7518514166133708,0.1679845604170856,0.0801640229695434,-34.7703481015398,-58.6254456945004
Buenos Aires,Lanús,460081,324927,107138,28016,242122,168810,56964,16348,217959,156117,50174,11668,0.7062386840578072,0.2328676906892482,0.0608936252529445,0.6972104971873684,0.2352698226513906,0.067519680161241,0.7162677384278695,0.2301992576585504,0.05353300391358,-34.7056542439723,-58.3946965048442
Buenos Aires,La Plata,756074,619022,80540,56512,395876,321678,43825,30373,360198,297344,36715,26139,0.8187320288754805,0.106523964585477,0.0747440065390424,0.8125726237508715,0.1107038567632288,0.0767235194858996,0.8255015297142128,0.10193004958384,0.0725684207019472,-35.0038470156345,-58.0177777886077
Buenos Aires,Laprida,11496,10911,514,71,5943,5635,264,44,5553,5276,250,27,0.9491127348643006,0.0447112038970076,0.0061760612386917,0.9481743227326266,0.04442200908632,0.0074036681810533,0.9501170538447686,0.0450207095263821,0.0048622366288492,-37.5165055849878,-60.7681481810422
Buenos Aires,Las Flores,27136,24831,1953,352,14092,12871,1028,193,13044,11960,925,159,0.9150574882075472,0.0719708136792452,0.0129716981132075,0.9133550950894124,0.0729491910303718,0.0136957138802157,0.9168966574670346,0.0709138301134621,0.0121895124195032,-36.015826657022,-59.1764609497072
Buenos Aires,Leandro N. Alem,17153,15574,1434,145,8771,7943,756,72,8382,7631,678,73,0.9079461318719756,0.0836005363493266,0.0084533317786976,0.9055979933872992,0.086193136472466,0.0082088701402348,0.9104032450489143,0.0808876163206871,0.0087091386303984,-34.4985652798534,-61.6125874742962
Buenos Aires,Lezama,6170,5771,282,117,3180,2959,162,59,2990,2812,120,58,0.9353322528363048,0.0457050243111831,0.0189627228525121,0.930503144654088,0.0509433962264151,0.0185534591194968,0.9404682274247492,0.040133779264214,0.0193979933110367,-35.8492083919939,-57.8948443895452
Buenos Aires,Lincoln,45191,41303,3494,394,23176,21172,1788,216,22015,20131,1706,178,0.9139651700559844,0.0773162797902237,0.0087185501537916,0.913531239212979,0.077148774594408,0.009319986192613,0.9144219850102204,0.0774926186690892,0.0080853963206904,-35.0704479695471,-61.6824583851265
Buenos Aires,Lobería,18106,16946,1021,139,9135,8578,463,94,8971,8368,558,45,0.9359328399425604,0.0563901469126256,0.0076770131448138,0.9390257252326216,0.0506841817186644,0.0102900930487137,0.9327834132203768,0.062200423587114,0.0050161631925091,-38.090052818611,-58.6935497786696
Buenos Aires,Lobos,41418,36961,3569,888,21463,19146,1843,474,19955,17815,1726,414,0.8923897822202906,0.0861702641363658,0.0214399536433434,0.8920467781763965,0.0858687042817872,0.0220845175418161,0.8927587070909546,0.0864946128789777,0.0207466800300676,-35.2195857860094,-59.1457418827425
Buenos Aires,Lomas de Zamora,685644,512877,110858,61909,356111,263513,59089,33509,329533,249364,51769,28400,0.7480222972854718,0.1616844893268226,0.0902932133877055,0.7399743338453459,0.16592860091376,0.0940970652408939,0.7567193573936449,0.1570980751548403,0.0861825674515147,-34.7549679553956,-58.4240954303406
Buenos Aires,Luján,110111,92655,14547,2909,57042,47949,7509,1584,53069,44706,7038,1325,0.8414690630363906,0.1321121413846028,0.0264187955790066,0.8405911433680446,0.131639844325234,0.0277690123067213,0.8424127079839454,0.1326197968682281,0.0249674951478264,-34.5673224195595,-59.1584564399668
Buenos Aires,Magdalena,22653,18662,3347,644,11492,9476,1671,345,11161,9186,1676,299,0.8238202445592195,0.1477508497770714,0.028428905663709,0.8245736164288201,0.1454054994778976,0.0300208840932822,0.8230445300600304,0.1501657557566526,0.0267897141833169,-35.1851030703307,-57.6861279818118
Buenos Aires,Maipú,11253,10714,462,77,5862,5614,214,34,5391,5100,248,43,0.9521016617790812,0.0410557184750733,0.0068426197458455,0.9576936199249404,0.0365063118389628,0.0058000682360968,0.9460211463550362,0.0460025969207939,0.0079762567241699,-36.886933208215,-57.5861191040468
Buenos Aires,Malvinas Argentinas,349401,271326,65984,12091,179550,137338,35268,6944,169851,133988,30716,5147,0.776546146118643,0.1888489157157535,0.0346049381656034,0.764901141743247,0.1964243943191311,0.0386744639376218,0.7888561150655574,0.1808408546314122,0.0303030303030303,-34.4873113444512,-58.7121372415949
Buenos Aires,Mar Chiquita,32973,28220,3959,794,16643,14212,2025,406,16330,14008,1934,388,0.8558517574985595,0.1200679343705456,0.0240803081308949,0.8539325842696629,0.1216727753409842,0.0243946403893528,0.8578077158603796,0.11843233312921,0.0237599510104102,-37.4986405981654,-57.6432660560016
Buenos Aires,Marcos Paz,64761,52115,9676,2970,33015,26568,4868,1579,31746,25547,4808,1391,0.8047281542903908,0.1494109108877256,0.0458609348218835,0.8047251249432076,0.1474481296380433,0.047826745418749,0.8047313047313047,0.1514521514521514,0.0438165438165438,-34.8140029646158,-58.8478312046572
Buenos Aires,Mercedes,71002,61082,8458,1462,36823,31659,4395,769,34179,29423,4063,693,0.8602856257570209,0.1191234049745077,0.0205909692684713,0.8597615620671862,0.1193547511066453,0.0208836868261684,0.8608502296731911,0.1188741624974399,0.0202756078293689,-34.6973213261419,-59.4204811393582
Buenos Aires,Merlo,581484,454712,96250,30522,299398,231139,51497,16762,282086,223573,44753,13760,0.781985402865771,0.1655247607844756,0.0524898363497533,0.7720125050935543,0.1720018169794053,0.0559856779270402,0.7925703508859,0.1586501988755202,0.0487794502385797,-34.7110032783084,-58.7419584139756
Buenos Aires,Monte,24616,20419,3415,782,12613,10439,1776,398,12003,9980,1639,384,0.8295011374715632,0.1387309067273318,0.0317679558011049,0.82763815111393,0.1408071037818124,0.0315547451042575,0.8314588019661752,0.1365491960343247,0.0319920019995001,-35.5098267581846,-58.7672358382292
Buenos Aires,Monte Hermoso,8444,7183,947,314,4255,3634,479,142,4189,3549,468,172,0.850663192799621,0.1121506395073425,0.0371861676930364,0.8540540540540541,0.1125734430082256,0.0333725029377203,0.8472189066603008,0.111721174504655,0.0410599188350441,-38.9616237886799,-61.2921466954973
Buenos Aires,Moreno,575758,422761,96667,56330,294448,213893,50741,29814,281310,208868,45926,26516,0.7342685642231632,0.1678951920772269,0.0978362436996099,0.7264202847361844,0.1723258436124544,0.1012538716513612,0.7424833813230955,0.1632576161529984,0.094259002523906,-34.6106807864965,-58.8108985084565
Buenos Aires,Morón,329517,247169,66005,16343,173315,128294,35533,9488,156202,118875,30472,6855,0.7500948357747855,0.2003083300709826,0.0495968341542318,0.7402359864985719,0.205019761705565,0.054744251795863,0.761033789580159,0.1950807287998873,0.0438854816199536,-34.6493861631091,-58.6198317111492
Buenos Aires,Navarro,19888,18261,1316,311,10107,9286,659,162,9781,8975,657,149,0.9181918744971842,0.0661705551086082,0.0156375703942075,0.91876916988226,0.0652023350153359,0.0160284951024042,0.9175953379000102,0.0671710459053266,0.0152336161946631,-35.0304844816228,-59.4293585541147
Buenos Aires,Necochea,101483,92403,7271,1809,53024,48106,3864,1054,48459,44297,3407,755,0.9105268862765192,0.0716474680488357,0.017825645674645,0.9072495473747736,0.0728726614363307,0.0198777911888955,0.914112961472585,0.0703068573433211,0.0155801811840937,-38.2554110045679,-59.1673869468897
Buenos Aires,9 de Julio,52366,48356,3343,667,27178,25088,1726,364,25188,23268,1617,303,0.9234235954627048,0.0638391322613909,0.0127372722759042,0.9230995658252998,0.0635072485098241,0.013393185664876,0.9237732253454026,0.0641972367794187,0.0120295378751786,-35.4812271475831,-60.975425441559
Buenos Aires,Olavarría,122011,112531,7311,2169,63155,58101,3861,1193,58856,54430,3450,976,0.9223020875166992,0.0599208268106973,0.0177770856726032,0.9199746655055024,0.0611353020346765,0.018890032459821,0.92479951067011,0.0586176430610303,0.0165828462688595,-36.8576340464573,-60.6702054013071
Buenos Aires,Patagones,37499,25642,10612,1245,19043,12929,5502,612,18456,12713,5110,633,0.683804901464039,0.2829942131790181,0.0332008853569428,0.6789371422569973,0.2889250643280995,0.0321377934149031,0.6888274815778067,0.2768747290853923,0.034297789336801,-40.1963833078675,-62.8508023633523
Buenos Aires,Pehuajó,44594,40303,3621,670,23173,20937,1880,356,21421,19366,1741,314,0.9037762927748128,0.0811992644750414,0.0150244427501457,0.9035083933888576,0.0811289000129461,0.0153627065981961,0.9040661033565192,0.0812753839690023,0.0146585126744783,-35.8836208341768,-61.9281257343997
Buenos Aires,Pellegrini,7112,5901,1120,91,3631,2992,595,44,3481,2909,525,47,0.8297244094488189,0.1574803149606299,0.0127952755905511,0.8240154227485541,0.1638667033874965,0.0121178738639493,0.8356794024705544,0.1508187302499281,0.0135018672795173,-36.2711917055859,-63.2257521123403
Buenos Aires,Pergamino,114988,98564,14645,1779,59918,50987,7990,941,55070,47577,6655,838,0.8571677044561171,0.1273611159425331,0.0154711796013497,0.8509462932674655,0.1333489101772422,0.0157047965552922,0.8639368076992918,0.1208461957508625,0.0152169965498456,-33.8360668139653,-60.5447828161659
Buenos Aires,Pila,4615,3967,509,139,2343,2033,237,73,2272,1934,272,66,0.8595882990249187,0.1102925243770314,0.0301191765980498,0.8676909944515578,0.1011523687580025,0.0311566367904396,0.8512323943661971,0.1197183098591549,0.0290492957746478,-36.2029842239612,-58.3404430505536
Buenos Aires,Pilar,393614,283352,80659,29603,200878,143806,41047,16025,192736,139546,39612,13578,0.719872768753144,0.2049190323514915,0.0752081988953645,0.7158872549507661,0.204337956371529,0.0797747886777048,0.7240266478499087,0.2055246554872987,0.0704486966627926,-34.4481640053043,-58.9033327303822
Buenos Aires,Pinamar,39224,26811,7768,4645,19817,13516,3927,2374,19407,13295,3841,2271,0.6835355904548236,0.1980420150928003,0.1184223944523761,0.682040672150174,0.1981631932179441,0.1197961346318817,0.6850620909980935,0.1979182769103931,0.1170196320915133,-37.1110742904936,-56.8702834122236
Buenos Aires,Presidente Perón,101994,77231,15763,9000,52044,39107,8092,4845,49950,38124,7671,4155,0.7572112085024609,0.1545483067631429,0.0882404847343961,0.7514218737990931,0.1554838213819076,0.0930943048189993,0.7632432432432432,0.1535735735735735,0.0831831831831831,-34.9298478405731,-58.3980842106611
Buenos Aires,Puán,16391,14038,2045,308,8367,7084,1110,173,8024,6954,935,135,0.856445610395949,0.1247635897748764,0.0187907998291745,0.846659495637624,0.132664037289351,0.0206764670730249,0.8666500498504487,0.1165254237288135,0.0168245264207377,-38.0760763207387,-63.0574326099086
Buenos Aires,Punta Indio,12161,9895,1885,381,6175,5003,967,205,5986,4892,918,176,0.8136666392566401,0.1550037003535893,0.0313296603897705,0.8102024291497976,0.1565991902834008,0.0331983805668016,0.8172402271967926,0.1533578349482125,0.0294019378549949,-35.4260558765566,-57.3992340402061
Buenos Aires,Quilmes,631774,497577,90229,43968,328275,255018,48768,24489,303499,242559,41461,19479,0.7875870168762881,0.1428184762272585,0.0695945068964534,0.7768425862462874,0.1485583733150559,0.0745990404386566,0.7992085641138851,0.136610005304795,0.0641814305813198,-34.7349707991152,-58.2768580209942
Buenos Aires,Ramallo,39648,33760,5534,354,20222,17214,2819,189,19426,16546,2715,165,0.8514931396287329,0.1395782889426957,0.0089285714285714,0.8512511126495895,0.1394026307981406,0.0093462565522698,0.8517450839081643,0.1397611448574076,0.008493771234428,-33.5871861466481,-60.0575064405905
Buenos Aires,Rauch,16491,15504,789,198,8323,7809,400,114,8168,7695,389,84,0.9401491722757868,0.0478442786974713,0.0120065490267418,0.9382434218430854,0.0480595938964315,0.0136969842604829,0.9420910871694416,0.0476248775710088,0.0102840352595494,-36.5721944489319,-58.9441413666159
Buenos Aires,Rivadavia,19735,16204,3265,266,9946,8101,1709,136,9789,8103,1556,130,0.8210793007347352,0.1654421079300734,0.0134785913351912,0.8144982907701589,0.1718278705007038,0.0136738387291373,0.8277658596383696,0.1589539278782306,0.0132802124833997,-35.581056985938,-63.0947616852349
Buenos Aires,Rojas,25619,22737,2604,278,13200,11715,1346,139,12419,11022,1258,139,0.8875053671103478,0.1016433116046684,0.0108513212849838,0.8875,0.1019696969696969,0.010530303030303,0.887511071744907,0.1012964006763829,0.01119252757871,-34.1928173894529,-60.7880234647739
Buenos Aires,Roque Pérez,13901,12080,1644,177,7117,6221,798,98,6784,5859,846,79,0.8690022300553917,0.1182648730307172,0.012732896913891,0.8741042574118308,0.1121258957425881,0.013769846845581,0.8636497641509434,0.1247051886792452,0.0116450471698113,-35.481635701192,-59.3575118159751
Buenos Aires,Saavedra,21407,19063,1988,356,10980,9797,982,201,10427,9266,1006,155,0.8905031064605036,0.0928668192647265,0.0166300742747699,0.8922586520947177,0.0894353369763205,0.0183060109289617,0.8886544547808574,0.0964802915507816,0.0148652536683609,-37.7706381329573,-62.4343829136658
Buenos Aires,Saladillo,35423,32680,2058,685,18172,16776,1035,361,17251,15904,1023,324,0.9225644355362336,0.0580978460322389,0.0193377184315275,0.9231785163988554,0.0569557561082984,0.0198657274928461,0.9219175699959422,0.0593009100921685,0.0187815199118891,-35.676806451923,-59.7026607444531
Buenos Aires,Salliqueló,9344,8541,698,105,4750,4334,360,56,4594,4207,338,49,0.9140625,0.0747003424657534,0.0112371575342465,0.9124210526315788,0.0757894736842105,0.0117894736842105,0.9157596865476708,0.0735742272529386,0.0106660861993905,-36.6717775352133,-63.0479735266054
Buenos Aires,Salto,39257,32809,5694,754,20038,16759,2901,378,19219,16050,2793,376,0.8357490383880581,0.1450441959395776,0.0192067656723641,0.8363609142629005,0.1447749276374887,0.0188641580996107,0.8351110879858473,0.1453249388625839,0.0195639731515687,-34.2710777868364,-60.3052878686828
Buenos Aires,San Andrés de Giles,26399,22922,2928,549,13304,11620,1413,271,13095,11302,1515,278,0.8682904655479374,0.1109132921701579,0.0207962422819046,0.8734215273601924,0.1062086590499098,0.0203698135898977,0.8630775105001909,0.1156930126002291,0.0212294768995799,-34.4377314289072,-59.4731985905145
Buenos Aires,San Antonio de Areco,26695,22305,3805,585,13717,11462,1940,315,12978,10843,1865,270,0.8355497284135606,0.1425360554410938,0.0219142161453455,0.8356054530874097,0.1414303419114966,0.0229642050010935,0.8354908306364617,0.1437047310833718,0.0208044382801664,-34.2207575658705,-59.5194434817548
Buenos Aires,San Cayetano,8918,8226,602,90,4533,4194,286,53,4385,4032,316,37,0.9224041264857592,0.0675039246467817,0.010091948867459,0.9252150893448048,0.0630928744760644,0.0116920361791308,0.9194982896237172,0.0720638540478905,0.0084378563283922,-38.3890731972465,-59.5863264400332
Buenos Aires,San Fernando,171099,131457,29408,10234,89489,67902,15741,5846,81610,63555,13667,4388,0.7683095751582417,0.1718771003921706,0.0598133244495876,0.7587748214864397,0.175898713808401,0.0653264647051592,0.7787648572478862,0.1674672221541477,0.0537679205979659,-34.1558361119161,-58.5345816568901
Buenos Aires,San Isidro,295978,208919,70190,16869,156763,109332,37457,9974,139215,99587,32733,6895,0.7058598949921954,0.2371460040948989,0.0569941009129056,0.6974349814688415,0.2389403111703654,0.063624707360793,0.7153467657939159,0.2351255252666738,0.0495277089394102,-34.4868929544319,-58.5372090766799
Buenos Aires,San Miguel,327650,242971,66191,18488,169340,124135,34984,10221,158310,118836,31207,8267,0.7415565389897757,0.2020173966122386,0.0564260643979856,0.7330518483524271,0.2065902917207984,0.0603578599267745,0.7506537805571347,0.1971258922367506,0.0522203272061145,-34.5521343486779,-58.6917835230047
Buenos Aires,San Nicolás,166657,132823,30898,2936,86079,67691,16739,1649,80578,65132,14159,1287,0.796984225085055,0.1853987531276814,0.0176170217872636,0.78638227674578,0.1944609021944957,0.0191568210597242,0.8083099605351337,0.175717937898682,0.0159721015661843,-33.4829873308981,-60.2931487802824
Buenos Aires,San Pedro,68353,59882,7778,693,35068,30803,3898,367,33285,29079,3880,326,0.8760698140535164,0.1137916404546984,0.0101385454917852,0.8783791490817839,0.111155469373788,0.0104653815444279,0.873636773321316,0.1165690250863752,0.0097942015923088,-33.7809860202918,-59.7826260109294
Buenos Aires,San Vicente,97929,79620,13533,4776,49944,40233,7145,2566,47985,39387,6388,2210,0.8130380173390926,0.1381919553962564,0.0487700272646509,0.8055622296972609,0.1430602274547493,0.0513775428479897,0.8208190059393561,0.1331249348754819,0.046056059185162,-35.0715087168304,-58.4318120603267
Buenos Aires,Suipacha,11736,10606,1003,127,6007,5425,513,69,5729,5181,490,58,0.9037150647580096,0.0854635310156782,0.0108214042263122,0.903113034792742,0.0854003662393873,0.0114865989678708,0.9043463082562402,0.0855297608657706,0.0101239308779891,-34.7485741352291,-59.7033860485774
Buenos Aires,Tandil,144678,129556,12499,2623,75152,67238,6451,1463,69526,62318,6048,1160,0.8954782344240313,0.0863918494864457,0.0181299160895229,0.8946934213327656,0.0858393655524803,0.0194672131147541,0.8963265540948709,0.0869890400713402,0.0166844058337887,-37.3364293166464,-59.1819827896233
Buenos Aires,Tapalqué,10695,9823,722,150,5440,4999,354,87,5255,4824,368,63,0.9184665731650304,0.0675081813931743,0.0140252454417952,0.9189338235294118,0.0650735294117647,0.0159926470588235,0.9179828734538534,0.0700285442435775,0.0119885823025689,-36.3471436403082,-60.1310650281756
Buenos Aires,Tigre,446291,333881,87600,24810,229776,170023,45845,13908,216515,163858,41755,10902,0.7481239818862581,0.1962844870275224,0.0555915310862195,0.7399510827936773,0.199520402478936,0.0605285147273866,0.7567974505230585,0.1928503798813015,0.05035216959564,-34.382019907997,-58.5881738725709
Buenos Aires,Tordillo,2528,2320,183,25,1219,1124,85,10,1309,1196,98,15,0.9177215189873418,0.0723892405063291,0.0098892405063291,0.9220672682526662,0.0697292863002461,0.0082034454470877,0.9136745607333844,0.0748663101604278,0.0114591291061879,-36.3905151218837,-57.2738116449804
Buenos Aires,Tornquist,14591,12695,1511,385,7426,6444,781,201,7165,6251,730,184,0.8700568843807827,0.1035569871838804,0.0263861284353368,0.867761917586857,0.1051710207379477,0.0270670616751952,0.8724354501046755,0.101884159106769,0.0256803907885554,-38.2576421634805,-62.2905659977374
Buenos Aires,Trenque Lauquen,49128,43573,4943,612,25036,22305,2426,305,24092,21268,2517,307,0.8869280247516691,0.1006147207295228,0.012457254518808,0.8909170794056559,0.0969004633328007,0.0121824572615433,0.882782666445293,0.1044745143616138,0.0127428191930931,-36.0567662720701,-62.6350797832329
Buenos Aires,Tres Arroyos,61889,58188,2867,834,31784,29841,1509,434,30105,28347,1358,400,0.9401993892291036,0.0463248719481652,0.013475738822731,0.938868613138686,0.0474767178454568,0.013654669015857,0.941604384653712,0.0451087859159608,0.0132868294303271,-38.5118142752579,-60.2374173247047
Buenos Aires,Tres de Febrero,362319,258938,75764,27617,190090,133943,40543,15604,172229,124995,35221,12013,0.7146685655458311,0.2091085479922388,0.0762228864619299,0.7046293860802778,0.213283181650797,0.0820874322689252,0.7257488576256031,0.2045009841548171,0.0697501582195797,-34.5960100738691,-58.5791883855736
Buenos Aires,Tres Lomas,9090,8100,870,120,4564,4045,458,61,4526,4055,412,59,0.8910891089108911,0.0957095709570957,0.0132013201320132,0.8862839614373357,0.100350569675723,0.0133654688869412,0.8959346000883782,0.0910296067167476,0.013035793194874,-36.4971002162064,-62.8639077725213
Buenos Aires,25 de Mayo,35411,32693,2276,442,18227,16800,1169,258,17184,15893,1107,184,0.9232441896585808,0.0642738132218802,0.0124819971195391,0.9217095517638668,0.0641356229769024,0.0141548252592308,0.9248719739292364,0.0644203910614525,0.0107076350093109,-35.527208971772,-60.2302837885052
Buenos Aires,Vicente López,280541,179444,82149,18948,149510,94486,43829,11195,131031,84958,38320,7753,0.6396355612905066,0.2928235088632321,0.0675409298462613,0.6319711056116648,0.2931509598020199,0.0748779345863153,0.648380917492807,0.2924498782730804,0.0591692042341125,-34.52653142362,-58.5044865130649
Buenos Aires,Villa Gesell,37325,28123,6527,2675,19242,14347,3499,1396,18083,13776,3028,1279,0.7534628265237776,0.1748693904889484,0.0716677829872739,0.7456085645982746,0.1818418043862384,0.0725496310154869,0.7618204943869933,0.1674500912459215,0.0707294143670851,-37.3670719558785,-57.0633978822493
Buenos Aires,Villarino,32552,25355,4010,3187,16181,12705,1878,1598,16371,12650,2132,1589,0.7789075940034407,0.1231875153600393,0.09790489063652,0.7851801495581238,0.1160620480810827,0.0987578023607935,0.7727078370288926,0.1302302852605216,0.0970618777105857,-39.1285652325867,-62.7245989548872
Buenos Aires,Zárate,131415,109224,19395,2796,67273,55830,9920,1523,64142,53394,9475,1273,0.83113799794544,0.1475858920214587,0.0212761100331012,0.8299020409376718,0.1474588616532635,0.0226390974090645,0.8324342864269901,0.1477191231954102,0.0198465903775997,-33.9970897980955,-59.1282153004682
Ciudad Autónoma de Buenos Aires,Comuna 1,221001,110628,56104,54269,115959,56749,29802,29408,105042,53879,26302,24861,0.5005769204664232,0.253863104691834,0.2455599748417428,0.489388490759665,0.2570046309471451,0.2536068782931898,0.5129281620685059,0.2503950800632128,0.2366767578682812,-34.6064435423382,-58.3715117424742
Ciudad Autónoma de Buenos Aires,Comuna 2,160609,93683,46733,20193,90302,51344,27115,11843,70307,42339,19618,8350,0.5832985698186278,0.2909737312354849,0.1257276989458872,0.5685809838098824,0.3002702044251512,0.1311488117649664,0.6022017722275165,0.2790333821667828,0.1187648456057007,-34.5857888788086,-58.3949035422527
Ciudad Autónoma de Buenos Aires,Comuna 3,193537,104957,49314,39266,104323,55096,27459,21768,89214,49861,21855,17498,0.542309739222991,0.2548039909681353,0.2028862698088737,0.5281289840207816,0.2632113723723436,0.2086596436068748,0.558892102136436,0.2449727621225368,0.1961351357410272,-34.6138430816924,-58.4026514511807
Ciudad Autónoma de Buenos Aires,Comuna 4,227024,147991,41546,37487,119835,76197,22501,21137,107189,71794,19045,16350,0.6518738106984283,0.1830026781309465,0.1651235111706251,0.6358492927775692,0.1877665122877289,0.1763841949347019,0.6697888775900512,0.1776768138521676,0.1525343085577811,-34.6421128950646,-58.3875614030278
Ciudad Autónoma de Buenos Aires,Comuna 5,192449,122727,44718,25004,105002,65362,25484,14156,87447,57365,19234,10848,0.6377118093624804,0.2323628597706405,0.129925330866879,0.6224833812689282,0.2427001390449705,0.1348164796861012,0.655997346964447,0.2199503699383626,0.1240522830971903,-34.6173699237915,-58.4205721902504
Ciudad Autónoma de Buenos Aires,Comuna 6,201764,140265,42196,19303,110746,75455,24174,11117,91018,64810,18022,8186,0.6951933942626038,0.2091354255466783,0.0956711801907178,0.6813338630740614,0.2182832788543152,0.1003828580716233,0.7120569557669911,0.198004790261267,0.0899382539717418,-34.6168433901026,-58.4435682279951
Ciudad Autónoma de Buenos Aires,Comuna 7,213262,149967,33083,30212,113904,78491,18680,16733,99358,71476,14403,13479,0.7032054468212808,0.1551284335699749,0.1416661196087441,0.6890978367748279,0.1639977524933277,0.1469044107318443,0.7193784093882727,0.1449606473560256,0.1356609432557016,-34.636554414358,-58.4518868569654
Ciudad Autónoma de Buenos Aires,Comuna 8,203888,136369,26367,41152,107116,70136,14327,22653,96772,66233,12040,18499,0.6688426979518167,0.1293209997645766,0.2018363022836067,0.6547667948765824,0.1337521938832667,0.2114810112401508,0.6844231802587525,0.1244161534328111,0.1911606663084363,-34.6745664758358,-58.461948060155
Ciudad Autónoma de Buenos Aires,Comuna 9,167908,124890,22847,20171,88417,64459,12714,11244,79491,60431,10133,8927,0.7438001762870143,0.1360685613550277,0.1201312623579579,0.7290340092968547,0.1437958763586188,0.1271701143445265,0.7602244279226579,0.1274735504648325,0.1123020216125095,-34.6517887970418,-58.4991751735853
Ciudad Autónoma de Buenos Aires,Comuna 10,171896,130011,24971,16914,91566,67926,14157,9483,80330,62085,10814,7431,0.7563352259505748,0.145268069065016,0.0983967049844091,0.741825568442435,0.1546097896599174,0.1035646418976476,0.7728743931283456,0.1346196937632267,0.0925059131084277,-34.6278517920976,-58.5028178465965
Ciudad Autónoma de Buenos Aires,Comuna 11,201905,152964,33134,15807,108217,80388,18779,9050,93688,72576,14355,6757,0.7576038235803967,0.1641068819494316,0.0782892944701716,0.7428407736307604,0.1735309609395935,0.0836282654296459,0.7746563060370592,0.1532213303731534,0.0721223635897873,-34.6061370106731,-58.4967420076817
Ciudad Autónoma de Buenos Aires,Comuna 12,235364,174499,43071,17794,126101,91669,24270,10162,109263,82830,18801,7632,0.7414005540354515,0.1829973997722676,0.0756020461922808,0.7269490329180578,0.1924647703031697,0.0805861967787725,0.7580791301721534,0.172071057906153,0.0698498119216935,-34.5662276068999,-58.4904280414968
Ciudad Autónoma de Buenos Aires,Comuna 13,262330,177741,57719,26870,143839,95628,32753,15458,118491,82113,24966,11412,0.6775473640071665,0.2200243967521823,0.102428239240651,0.6648266464588881,0.2277059768213071,0.1074673767198047,0.6929893409626048,0.2106995468010228,0.0963111122363723,-34.5541262964697,-58.4540029618054
Ciudad Autónoma de Buenos Aires,Comuna 14,247252,151559,64756,30937,136640,82232,36752,17656,110612,69327,28004,13281,0.61297380809862,0.2619028359730154,0.1251233559283645,0.6018149882903981,0.2689695550351288,0.129215456674473,0.6267583987270821,0.2531732542581275,0.1200683470147904,-34.573874740768,-58.4222940810483
