name,identifier,total,total_esta,total_otra,total_fuera,mujer,mujer_esta,mujer_otra,mujer_fuera,hombre,hombre_esta,hombre_otra,hombre_fuera,total_esta_p,total_otra_p,total_fuera_p,mujer_esta_p,mujer_otra_p,mujer_fuera_p,hombre_esta_p,hombre_otra_p,hombre_fuera_p,latitude,longitude
Misiones,Iguazú,99838,82608,11446,5784,50649,41886,5594,3169,49189,40722,5852,2615,0.8274204210821531,0.1146457260762435,0.0579338528416034,0.8269857252857904,0.1104464056546032,0.0625678690596063,0.8278680192726016,0.1189696883449551,0.0531622923824432,-25.8747354911285,-54.4004185890739
Misiones,Leandro N. Alem,49391,45707,3085,599,25097,23208,1557,332,24294,22499,1528,267,0.9254115122188252,0.0624607722054625,0.0121277155757121,0.9247320396860182,0.0620392875642507,0.013228672749731,0.9261134436486376,0.0628961883592656,0.0109903679920968,-27.6306652583192,-55.3880677316604
Misiones,Libertador General San Martín,52166,45982,4088,2096,26410,23280,2008,1122,25756,22702,2080,974,0.8814553540620328,0.0783652187248399,0.0401794272131273,0.8814842862552064,0.0760318061340401,0.0424839076107535,0.8814256872185122,0.0807578816586426,0.0378164311228451,-26.8931448896048,-54.9233629608393
Misiones,Montecarlo,38620,33581,2889,2150,19498,16956,1446,1096,19122,16625,1443,1054,0.8695235629207665,0.0748058001035732,0.0556706369756602,0.8696276541183711,0.0741614524566622,0.0562108934249666,0.8694174249555486,0.0754628176968936,0.0551197573475577,-26.6579081868111,-54.5631774506644
Misiones,Oberá,120703,110620,8245,1838,61585,56463,4134,988,59118,54157,4111,850,0.916464379510037,0.0683081613547302,0.0152274591352327,0.9168303970122594,0.0671267354063489,0.0160428675813915,0.9160830880611658,0.0695388883250448,0.0143780236137893,-27.4763636010381,-55.0712221113606
Misiones,San Ignacio,63194,57077,4585,1532,32137,28995,2323,819,31057,28082,2262,713,0.9032028357122512,0.072554356426243,0.0242428078615058,0.9022310732177864,0.0722842829137754,0.0254846438684382,0.9042083910229578,0.0728338216827124,0.0229577872943297,-27.1765939471765,-55.3392901736977
Misiones,San Javier,23080,20848,1713,519,11724,10584,860,280,11356,10264,853,239,0.9032928942807624,0.0742201039861351,0.0224870017331022,0.902763561924258,0.0733538041624019,0.0238826339133401,0.9038393800634026,0.0751144769284959,0.0210461430081014,-27.7771031453698,-55.1674595937339
Misiones,San Pedro,34690,32195,1879,616,17092,15873,929,290,17598,16322,950,326,0.9280772556932834,0.0541654655520322,0.0177572787546843,0.9286800842499416,0.0543529136438099,0.0169670021062485,0.9274917604273212,0.0539834072053642,0.0185248323673144,-26.62996077436,-53.9629780421788
Misiones,25 de Mayo,30877,28101,1446,1330,15350,13930,756,664,15527,14171,690,666,0.9100948926385336,0.0468309745117725,0.0430741328496939,0.9074918566775244,0.0492508143322475,0.043257328990228,0.9126682552972242,0.0444387196496425,0.0428930250531332,-27.3786143619873,-54.6340904863083
Neuquén,Aluminé,10173,7766,2060,347,5101,3866,1063,172,5072,3900,997,175,0.7633932959795537,0.2024968052688489,0.0341098987515973,0.7578906096843756,0.2083905116643795,0.0337188786512448,0.7689274447949527,0.1965694006309148,0.0345031545741324,-39.1314863536249,-71.0463179632078
Neuquén,Añelo,18150,9508,7526,1116,8776,4759,3478,539,9374,4749,4048,577,0.5238567493112948,0.4146556473829201,0.0614876033057851,0.5422743846855059,0.3963081130355515,0.0614175022789425,0.5066140388308086,0.4318327288244079,0.0615532323447834,-38.0983759451619,-69.0157147264732
Neuquén,Catán Lil,2641,2339,219,83,1262,1118,104,40,1379,1221,115,43,0.8856493752366528,0.0829231351760696,0.0314274895872775,0.8858954041204438,0.0824088748019017,0.0316957210776545,0.8854242204496011,0.0833937635968092,0.0311820159535895,-39.4807942919835,-70.4335593332114
Neuquén,Chos Malal,18289,15457,2534,298,9407,7959,1295,153,8882,7498,1239,145,0.8451528241019192,0.1385532287167149,0.0162939471813658,0.8460720739874561,0.137663442117572,0.0162644838949718,0.8441792389101553,0.1394956090970502,0.0163251519927944,-36.8805641891102,-70.2863793101158
Neuquén,Collón Curá,4832,3617,1083,132,2425,1816,540,69,2407,1801,543,63,0.7485513245033113,0.2241307947019867,0.0273178807947019,0.7488659793814433,0.222680412371134,0.0284536082474226,0.7482343165766514,0.2255920232654757,0.0261736601578728,-40.0529194288429,-70.2813667759367
Neuquén,Confluencia,467217,313263,123668,30286,239616,159848,63516,16252,227601,153415,60152,14034,0.6704871612120278,0.264690711168472,0.0648221276195001,0.6671006944444444,0.2650741185897436,0.0678251869658119,0.6740523987152957,0.2642870637650977,0.0616605375196066,-38.8322794945189,-68.7940772839278
Neuquén,Huiliches,20853,15090,5112,651,10560,7698,2524,338,10293,7392,2588,313,0.7236368867788807,0.2451445835131635,0.0312185297079556,0.7289772727272728,0.2390151515151515,0.0320075757575757,0.7181579714368989,0.251433012727096,0.030409015836005,-39.7946776781884,-71.2590025540624
Neuquén,Lácar,39567,22475,14992,2100,20334,11381,7784,1169,19233,11094,7208,931,0.5680238582657265,0.3789016099274648,0.0530745318068087,0.5597029605586702,0.3828071210779974,0.0574899183633323,0.5768210887537045,0.3747725263869391,0.0484063848593563,-40.314223088982,-71.1842639628873
Neuquén,Loncopué,7696,7110,486,100,3849,3566,234,49,3847,3544,252,51,0.9238565488565488,0.0631496881496881,0.0129937629937629,0.9264744089373864,0.0607950116913484,0.0127305793712652,0.9212373277878868,0.0655055887704705,0.0132570834416428,-38.0659451614955,-70.3142327793889
Neuquén,Los Lagos,15502,6027,8500,975,7754,2974,4258,522,7748,3053,4242,453,0.3887885434137531,0.5483163462778996,0.0628951103083473,0.3835439773020376,0.5491359298426619,0.0673200928553005,0.3940371708828085,0.5474961280330408,0.0584667010841507,-40.7743503720999,-71.4867232511371
Neuquén,Minas,9267,8289,870,108,4516,4053,412,51,4751,4236,458,57,0.894464227905471,0.0938815150534153,0.0116542570411136,0.8974756421612046,0.0912311780336581,0.0112931798051372,0.8916017680488318,0.0964007577352136,0.0119974742159545,-36.8585578940124,-70.78364814983
Neuquén,Ñorquín,5572,5014,501,57,2718,2428,266,24,2854,2586,235,33,0.8998564249820531,0.0899138549892318,0.010229720028715,0.8933038999264165,0.0978660779985283,0.0088300220750551,0.9060967063770148,0.0823405746320953,0.0115627189908899,-37.6381186650332,-70.6780421229319
Neuquén,Pehuenches,29721,16607,11810,1304,14571,8226,5695,650,15150,8381,6115,654,0.5587631640927291,0.3973621345176811,0.0438747013895898,0.5645460160592959,0.3908448287694736,0.0446091551712305,0.5532013201320132,0.4036303630363036,0.0431683168316831,-37.3984094176891,-69.4030432724945
Neuquén,Picún Leufú,5087,4126,819,142,2465,2012,386,67,2622,2114,433,75,0.8110870847257716,0.1609986239433851,0.0279142913308433,0.8162271805273834,0.1565922920892495,0.0271805273833671,0.8062547673531655,0.1651411136536994,0.028604118993135,-39.4039652237483,-69.427190720517
Neuquén,Picunches,8471,7212,1108,151,4295,3701,506,88,4176,3511,602,63,0.8513752803683154,0.1307991972612442,0.0178255223704403,0.8616996507566939,0.1178114086146682,0.0204889406286379,0.8407567049808429,0.1441570881226053,0.0150862068965517,-38.5742773422999,-70.3729610459357
Neuquén,Zapala,45540,37234,6789,1517,23377,19138,3419,820,22163,18096,3370,697,0.817610891523935,0.1490777338603425,0.0333113746157224,0.8186679214612653,0.1462548658938272,0.0350772126449073,0.8164959617380319,0.1520552271804358,0.0314488110815322,-38.9221765260283,-69.8223682005858
Río Negro,Adolfo Alsina,63845,45630,16457,1758,32910,23588,8450,872,30935,22042,8007,886,0.7146996632469261,0.2577648993656511,0.0275354373874226,0.7167426314190216,0.2567608629595868,0.0264965056213916,0.7125262647486665,0.2588330370130919,0.0286406982382414,-40.7916894116905,-63.7651004404077
Río Negro,Avellaneda,41160,31823,7090,2247,20812,16194,3486,1132,20348,15629,3604,1115,0.773153547133139,0.1722546161321671,0.0545918367346938,0.7781087833941956,0.1674995195079761,0.0543916970978281,0.7680853155101238,0.177118144289365,0.0547965402005111,-39.4102626929359,-66.20639651701
Río Negro,Bariloche,161443,99519,51382,10542,82942,50347,26751,5844,78501,49172,24631,4698,0.6164342833074212,0.3182671283363168,0.0652985883562619,0.6070145402811603,0.32252658484242,0.0704588748764196,0.6263869250073247,0.3137667036088712,0.059846371383804,-41.4981376652733,-71.5310863063756
Río Negro,Conesa,7398,5575,1339,484,3677,2818,626,233,3721,2757,713,251,0.7535820492024872,0.1809948634766153,0.0654230873208975,0.7663856404677727,0.1702474843622518,0.0633668751699755,0.7409298575651706,0.1916151572158022,0.0674549852190271,-40.1487161931233,-64.3049127228304
Río Negro,El Cuy,6960,3087,3499,374,3259,1444,1625,190,3701,1643,1874,184,0.4435344827586207,0.5027298850574713,0.053735632183908,0.4430806996011046,0.4986192083461184,0.0583000920527769,0.4439340718724669,0.5063496352337206,0.0497162928938124,-39.7003601698155,-68.4827895211107
Río Negro,General Roca,379627,267674,88793,23160,195220,137095,45693,12432,184407,130579,43100,10728,0.7050973718939907,0.2338953762508989,0.0610072518551104,0.7022589898575966,0.2340590103473004,0.0636819997951029,0.7081021870102545,0.2337221472069932,0.0581756657827522,-38.5298947783261,-67.5574036622512
Río Negro,9 de Julio,3682,3308,351,23,1781,1597,175,9,1901,1711,176,14,0.8984247691472026,0.0953286257468767,0.0062466051059206,0.8966872543514879,0.0982594048287479,0.0050533408197641,0.900052603892688,0.0925828511309836,0.0073645449763282,-40.9255514713631,-67.4574916560521
Río Negro,Ñorquinco,1452,1222,225,5,638,531,104,3,814,691,121,2,0.8415977961432507,0.1549586776859504,0.0034435261707988,0.8322884012539185,0.1630094043887147,0.0047021943573667,0.8488943488943489,0.1486486486486486,0.0024570024570024,-41.7398229279456,-70.4011459093449
Río Negro,Pichi Mahuida,16493,12155,3484,854,8421,6240,1746,435,8072,5915,1738,419,0.7369793245619354,0.2112411326017098,0.0517795428363548,0.7410046312789454,0.2073387958674741,0.0516565728535803,0.7327799801783944,0.2153121902874132,0.0519078295341922,-39.4076049744942,-64.4007362191104
Río Negro,Pilcaniyeu,9309,6323,2660,326,4628,3097,1335,196,4681,3226,1325,130,0.6792351487807499,0.2857449779783005,0.0350198732409496,0.6691875540190146,0.2884615384615384,0.0423509075194468,0.6891689809869685,0.2830591753898739,0.0277718436231574,-40.8875523576138,-70.4627105357719
Río Negro,San Antonio,35473,25127,9533,813,18058,12744,4869,445,17415,12383,4664,368,0.708341555549291,0.2687396047698249,0.022918839680884,0.7057259940192713,0.269631188392956,0.0246428175877727,0.711053689348263,0.267815101923629,0.0211312087281079,-40.9526636914294,-65.3712443332326
Río Negro,Valcheta,4300,3924,343,33,2144,1944,180,20,2156,1980,163,13,0.9125581395348836,0.0797674418604651,0.0076744186046511,0.9067164179104478,0.083955223880597,0.0093283582089552,0.9183673469387756,0.0756029684601113,0.0060296846011131,-40.9744584304307,-66.3108907979663
Río Negro,25 de Mayo,16555,14226,2122,207,8321,7108,1110,103,8234,7118,1012,104,0.8593174267592872,0.1281787979462398,0.0125037752944729,0.8542242518928014,0.1333974281937267,0.0123783199134719,0.8644644158367744,0.1229050279329608,0.0126305562302647,-41.1330450365746,-68.9063262041627
Salta,Anta,69442,60679,7125,1638,34529,30254,3478,797,34913,30425,3647,841,0.8738083580542035,0.1026036116471299,0.0235880302986665,0.8761910278316777,0.1007269251933157,0.0230820469750065,0.871451894709707,0.104459656861341,0.0240884484289519,-24.8754563539578,-63.8397263286188
Salta,Cachi,8928,8500,395,33,4478,4255,206,17,4450,4245,189,16,0.9520609318996416,0.0442428315412186,0.0036962365591397,0.9502009825815096,0.0460026797677534,0.0037963376507369,0.9539325842696628,0.0424719101123595,0.0035955056179775,-25.038755786337,-66.2026200885047
Salta,Cafayate,17822,15786,1903,133,9180,8142,974,64,8642,7644,929,69,0.8857591740545393,0.1067781393782964,0.0074626865671641,0.8869281045751634,0.1061002178649237,0.0069716775599128,0.8845174728072206,0.1074982642906734,0.0079842629021059,-26.1257489988731,-65.8767230578258
Salta,Capital,624003,530603,78513,14887,326582,276429,41941,8212,297421,254174,36572,6675,0.8503212324299723,0.1258215104735073,0.0238572570965203,0.846430605483462,0.128424101756986,0.0251452927595519,0.8545933205792463,0.1229637449944691,0.0224429344262846,-24.8897949232452,-65.2713224010013
Salta,Cerrillos,55713,49876,4522,1315,28449,25467,2284,698,27264,24409,2238,617,0.8952309155852315,0.0811659756250785,0.02360310878969,0.8951808499420014,0.0802840170129002,0.0245351330450982,0.8952831572769953,0.0820862676056338,0.0226305751173708,-24.9885439364757,-65.4038161087861
Salta,Chicoana,24715,22952,1608,155,12654,11764,816,74,12061,11188,792,81,0.9286668015375278,0.0650617034189763,0.0062714950434958,0.929666508613877,0.0644855381697487,0.0058479532163742,0.9276179421275184,0.0656661968327667,0.0067158610397147,-25.1514413324719,-65.6063327574043
Salta,General Güemes,55746,46006,8243,1497,28432,23351,4257,824,27314,22655,3986,673,0.8252789437807196,0.1478671115416353,0.026853944677645,0.8212929093978616,0.1497256612267867,0.0289814293753517,0.8294281320934319,0.1459324888335652,0.0246393790730028,-24.7646021168635,-64.9560620821107
Salta,General José de San Martín,177448,159923,13914,3611,90503,81638,6860,2005,86945,78285,7054,1606,0.9012386727379288,0.0784117037103827,0.0203496235516883,0.9020474459410184,0.075798592311857,0.0221539617471244,0.9003968025763414,0.0811317499568692,0.0184714474667893,-22.7144623805907,-63.6582864287813
Salta,Guachipas,3491,3317,159,15,1744,1661,77,6,1747,1656,82,9,0.9501575479805212,0.0455456889143511,0.0042967631051274,0.952408256880734,0.0441513761467889,0.003440366972477,0.94791070406411,0.046937607326846,0.005151688609044,-25.7029584300217,-65.4445406244237
Salta,Iruya,6116,5090,919,107,3176,2603,515,58,2940,2487,404,49,0.8322432962720733,0.1502616088947024,0.0174950948332243,0.8195843828715366,0.1621536523929471,0.0182619647355163,0.8459183673469388,0.1374149659863945,0.0166666666666666,-22.8153452313602,-64.9205141250691
Salta,La Caldera,12246,10196,1810,240,6098,5057,918,123,6148,5139,892,117,0.8325983994773803,0.1478033643638739,0.0195982361587457,0.8292882912430305,0.1505411610364053,0.0201705477205641,0.8358815875081327,0.1450878334417696,0.0190305790500975,-24.5623996239199,-65.4290994435937
Salta,La Candelaria,7182,5371,1786,25,3559,2666,884,9,3623,2705,902,16,0.7478418267891952,0.2486772486772486,0.0034809245335561,0.7490868221410508,0.2483843776341669,0.0025288002247822,0.7466188241788573,0.2489649461772012,0.0044162296439414,-26.0848731785427,-65.1760220468639
Salta,La Poma,1789,1658,130,1,939,870,69,0,850,788,61,1,0.9267747344885412,0.072666294019005,0.0005589714924538,0.926517571884984,0.0734824281150159,0.0,0.9270588235294116,0.0717647058823529,0.0011764705882352,-24.146976523836,-66.2072973644748
Salta,La Viña,8888,8132,689,67,4524,4148,341,35,4364,3984,348,32,0.914941494149415,0.0775202520252025,0.0075382538253825,0.9168877099911584,0.0753757736516357,0.007736516357206,0.912923923006416,0.0797433547204399,0.0073327222731439,-25.4471786730855,-65.5805831392571
Salta,Los Andes,7182,6506,665,11,3645,3300,339,6,3537,3206,326,5,0.9058758006126428,0.0925925925925925,0.0015316067947646,0.9053497942386832,0.0930041152263374,0.0016460905349794,0.9064178682499292,0.0921685043822448,0.0014136273678258,-24.6426248978878,-67.3440956899683
Salta,Metán,48028,41761,5932,335,24392,21233,2995,164,23636,20528,2937,171,0.8695136170567169,0.1235112850837011,0.0069750978595819,0.8704903246966218,0.1227861593965234,0.0067235159068547,0.8685056693179896,0.1242596039939076,0.0072347266881028,-25.4252109663753,-64.5880714654829
Salta,Molinos,5808,5659,139,10,2955,2873,73,9,2853,2786,66,1,0.9743457300275482,0.0239325068870523,0.0017217630853994,0.9722504230118444,0.0247038917089678,0.0030456852791878,0.9765159481247808,0.0231335436382754,0.0003505082369435,-25.5643165283563,-66.4548727525442
Salta,Orán,159715,140452,15127,4136,80789,71062,7480,2247,78926,69390,7647,1889,0.8793914159596782,0.0947124565632532,0.0258961274770685,0.8795999455371399,0.0925868620728069,0.0278131923900531,0.8791779641689684,0.096888224412741,0.0239338114182905,-23.4987916315192,-64.150945650256
Salta,Rivadavia,38062,36492,1439,131,18887,18028,782,77,19175,18464,657,54,0.9587515106930796,0.0378067363774893,0.0034417529294309,0.9545189813098957,0.0414041404140414,0.0040768782760629,0.9629204693611472,0.0342633637548891,0.0028161668839634,-23.5194718277586,-62.8285940219747
Salta,Rosario de la Frontera,33750,30256,3323,171,17249,15397,1769,83,16501,14859,1554,88,0.8964740740740741,0.0984592592592592,0.0050666666666666,0.892631456896052,0.1025566699518812,0.0048118731520667,0.900490879340646,0.0941761105387552,0.0053330101205987,-25.8715613006323,-64.7288089239246
Salta,Rosario de Lerma,50961,45556,4708,697,25930,23218,2347,365,25031,22338,2361,332,0.8939385019917192,0.0923843723631796,0.0136771256451011,0.8954107211723872,0.0905129193983802,0.0140763594292325,0.8924134073748552,0.0943230394311054,0.0132635531940393,-24.5457519055916,-65.8530078405525
Salta,San Carlos,7779,7298,462,19,3898,3624,262,12,3881,3674,200,7,0.9381668594935082,0.0593906671808715,0.0024424733256202,0.9297075423293996,0.0672139558748076,0.0030785017957927,0.9466632311259984,0.0515331100231899,0.0018036588508116,-25.8295042903902,-66.1746708204562
Salta,Santa Victoria,9411,8160,988,263,4791,4140,517,134,4620,4020,471,129,0.8670704494740198,0.1049835299118053,0.0279460206141749,0.8641202254226675,0.1079106658317679,0.0279691087455646,0.8701298701298701,0.1019480519480519,0.0279220779220779,-22.3958917322092,-64.8955647956079
San Juan,Albardón,31281,29177,1953,151,15799,14783,953,63,15482,14394,1000,88,0.9327387231865988,0.0624340654071161,0.0048272114062849,0.9356921324134438,0.0603202734350275,0.0039875941515285,0.9297248417517116,0.0645911380958532,0.005684020152435,-31.209735511428,-68.4521792374306
San Juan,Angaco,10172,9732,394,46,5070,4849,197,24,5102,4883,197,22,0.9567440031458908,0.0387337790011797,0.0045222178529296,0.9564102564102565,0.0388560157790927,0.0047337278106508,0.9570756566052528,0.0386123088984711,0.0043120344962759,-31.1922718652932,-68.1320483297946
San Juan,Calingasta,10667,9327,1245,95,5215,4565,602,48,5452,4762,643,47,0.8743789256585732,0.1167151026530421,0.0089059716883847,0.87535953978907,0.1154362416107382,0.0092042186001917,0.8734409391049156,0.1179383712399119,0.0086206896551724,-31.4509359086826,-69.8318658247746
San Juan,Capital,114849,99655,12949,2245,60992,52941,6879,1172,53857,46714,6070,1073,0.867704551193306,0.1127480430826563,0.0195474057240376,0.8679990818467995,0.1127852833158447,0.0192156348373557,0.8673710009840875,0.1127058692463375,0.0199231297695749,-31.5330748483668,-68.5342856277496
San Juan,Caucete,44017,41013,2852,152,22488,20911,1497,80,21529,20102,1355,72,0.931753640638844,0.0647931481018697,0.0034532112592861,0.9298737104233368,0.0665688367129135,0.0035574528637495,0.9337173115332806,0.0629383622091133,0.003344326257606,-31.5069003261853,-67.5454408659079
San Juan,Chimbas,103772,94537,8648,587,53143,48293,4539,311,50629,46244,4109,276,0.911006822649655,0.083336545503604,0.0056566318467409,0.9087368044709556,0.085411060722955,0.0058521348060892,0.9133895593434592,0.081159019534259,0.0054514211222816,-31.4874196948537,-68.5239289663008
San Juan,Iglesia,8826,8174,604,48,4381,4042,317,22,4445,4132,287,26,0.9261273510083844,0.068434171765239,0.0054384772263766,0.9226204062999316,0.0723579091531613,0.005021684546907,0.9295838020247468,0.0645669291338582,0.0058492688413948,-29.6011907018103,-69.4387201063957
San Juan,Jáchal,25269,23441,1709,119,12812,11874,887,51,12457,11567,822,68,0.9276583956626696,0.0676322767026791,0.0047093276346511,0.9267873868248516,0.0692319700280986,0.0039806431470496,0.9285542265392952,0.0659869952637071,0.0054587781969976,-30.3546413571108,-68.4399965840681
San Juan,9 de Julio,12498,11422,948,128,6286,5736,487,63,6212,5686,461,65,0.9139062249959994,0.0758521363418146,0.0102416386621859,0.9125039770919504,0.0774737511931275,0.010022271714922,0.915325177076626,0.074211204121056,0.010463618802318,-31.6454181217339,-68.3891603884533
San Juan,Pocito,72879,66685,5315,879,37065,33912,2724,429,35814,32773,2591,450,0.9150098107822556,0.0729291016616583,0.0120610875560861,0.9149332254148118,0.0734925131525698,0.0115742614326183,0.9150890713128944,0.0723460099402468,0.0125649187468587,-31.7472539046839,-68.5846798192063
San Juan,Rawson,136582,125413,9980,1189,70395,64539,5248,608,66187,60874,4732,581,0.9182249491148174,0.0730696577879954,0.008705393097187,0.9168122735989772,0.0745507493429931,0.0086369770580296,0.9197274389230512,0.0714944022240016,0.0087781588529469,-31.6866317967417,-68.4675945970348
San Juan,Rivadavia,101334,88296,11803,1235,52802,45960,6195,647,48532,42336,5608,588,0.8713363727870211,0.1164762073933724,0.0121874198196064,0.8704215749403432,0.1173251013219196,0.0122533237377372,0.8723316574631171,0.1155526250721173,0.0121157174647655,-31.5542325394282,-68.6416232535725
San Juan,San Martín,15037,13987,914,136,7554,7066,430,58,7483,6921,484,78,0.9301722418035512,0.0607834009443373,0.0090443572521114,0.9353984643897272,0.0569234842467566,0.007678051363516,0.9248964319123346,0.0646799412000534,0.0104236268876119,-31.5285457556281,-68.2072669737396
San Juan,Santa Lucía,62697,54291,7620,786,32344,27952,4004,388,30353,26339,3616,398,0.865926599358821,0.1215369156418967,0.0125364849992822,0.8642097452386841,0.1237942122186495,0.0119960425426663,0.867756070240174,0.1191315520706355,0.0131123776891905,-31.5327197592087,-68.4634100474193
San Juan,Sarmiento,27188,24908,1952,328,13417,12352,904,161,13771,12556,1048,167,0.9161394732970428,0.0717963807562159,0.0120641459467412,0.9206230901095624,0.0673772080196765,0.0119997018707609,0.9117711132089172,0.0761019533802919,0.0121269334107907,-32.076116858425,-68.6870408796588
San Juan,Ullum,6454,6050,379,25,3185,2986,188,11,3269,3064,191,14,0.9374031608304928,0.0587232723892159,0.0038735667802912,0.9375196232339088,0.0590266875981161,0.0034536891679748,0.9372896910370144,0.0584276537167329,0.0042826552462526,-31.0852853750901,-68.8823909182891
San Juan,Valle Fértil,8425,7527,855,43,4229,3756,454,19,4196,3771,401,24,0.8934124629080119,0.1014836795252225,0.0051038575667655,0.8881532277134074,0.1073539843934736,0.0044927878931189,0.8987130600571973,0.0955672068636797,0.0057197330791229,-30.7168856749658,-67.5276736787401
San Juan,25 de Mayo,20824,19572,1212,40,10342,9691,629,22,10482,9881,583,18,0.9398770649250864,0.0582020745293891,0.0019208605455243,0.9370527944304776,0.0608199574550377,0.0021272481144846,0.9426636138141576,0.0556191566494943,0.001717229536348,-31.9898921289958,-67.8268026426216
San Juan,Zonda,6674,6005,641,28,3325,2969,338,18,3349,3036,303,10,0.8997602637099191,0.0960443512136649,0.0041953850764159,0.8929323308270677,0.1016541353383458,0.0054135338345864,0.9065392654523738,0.0904747685876381,0.002985965959988,-31.6417783563664,-68.9548418805416
San Luis,Ayacucho,23653,17534,5903,216,11923,8828,2970,125,11730,8706,2933,91,0.741301314843783,0.2495666511647571,0.0091320339914598,0.7404176801140653,0.2490983812798792,0.0104839386060555,0.7421994884910486,0.2500426257459505,0.0077578857630008,-32.1657217092103,-66.5423618070089
San Luis,Belgrano,5575,4114,1377,84,2664,1924,691,49,2911,2190,686,35,0.7379372197309417,0.2469955156950672,0.015067264573991,0.7222222222222222,0.2593843843843844,0.0183933933933933,0.7523187907935417,0.2356578495362418,0.0120233596702164,-32.7356111326592,-66.7150525486673
San Luis,Chacabuco,26522,18319,7900,303,13363,9196,4020,147,13159,9123,3880,156,0.690709599577709,0.2978659226302692,0.0114244777920217,0.6881688243657861,0.3008306517997455,0.0110005238344683,0.6932897636598526,0.2948552321604985,0.0118550041796489,-32.7270768664399,-65.198209788321
San Luis,Coronel Pringles,16044,12749,3157,138,7909,6250,1585,74,8135,6499,1572,64,0.7946272749937672,0.1967713787085515,0.0086013462976813,0.7902389682640031,0.2004046023517511,0.0093564293842457,0.7988936693300553,0.193239090350338,0.0078672403196066,-33.1068820570862,-65.9007902060388
San Luis,General Pedernera,148671,113083,34242,1346,76084,57783,17593,708,72587,55300,16649,638,0.7606258113552744,0.2303206408781807,0.0090535477665449,0.7594632248567373,0.2312312707008043,0.0093055044424583,0.7618444074007742,0.2293661399424139,0.0087894526568118,-33.8922244453095,-65.5597745631101
San Luis,Gobernador Dupuy,14334,9840,4043,451,6960,4791,1955,214,7374,5049,2088,237,0.6864796986186689,0.2820566485279754,0.0314636528533556,0.6883620689655172,0.2808908045977011,0.0307471264367816,0.6847030105777054,0.2831570382424735,0.0321399511798209,-35.3684506230675,-65.809487372821
San Luis,Juan Martín de Pueyrredón,260769,184786,71079,4904,134484,94822,37078,2584,126285,89964,34001,2320,0.7086195061529553,0.2725745774996261,0.0188059163474185,0.7050801582344368,0.2757056601528806,0.0192141816126825,0.7123886447321535,0.2692402106346755,0.018371144633171,-33.900714617211,-66.5024402257537
San Luis,Junín,40289,18509,21016,764,20654,9345,10902,407,19635,9164,10114,357,0.4594057931445308,0.5216312144754152,0.0189629923800541,0.4524547303185823,0.5278396436525612,0.0197056260288563,0.4667175961293608,0.515100585688821,0.0181818181818181,-32.2163016656263,-65.3948431186635
San Luis,Libertador General San Martín,4691,4171,507,13,2201,1966,230,5,2490,2205,277,8,0.8891494350884673,0.1080793007887444,0.0027712641227883,0.8932303498409814,0.1044979554747841,0.0022716946842344,0.8855421686746988,0.1112449799196787,0.0032128514056224,-32.5784192378867,-65.7095887718459
Santa Cruz,Corpen Aike,15035,7162,7257,616,7635,3720,3540,375,7400,3442,3717,241,0.4763551712670436,0.4826737612238111,0.0409710675091453,0.487229862475442,0.4636542239685658,0.0491159135559921,0.4651351351351351,0.5022972972972973,0.0325675675675675,-49.9474837008291,-69.4469507226845
Santa Cruz,Deseado,126266,69767,48972,7527,63539,35046,24271,4222,62727,34721,24701,3305,0.5525398761345097,0.3878478767047345,0.0596122471607558,0.5515667542769008,0.3819858669478588,0.0664473787752404,0.553525595038819,0.3937857700830583,0.0526886348781226,-47.3305629962178,-68.0290548030539
Santa Cruz,Güer Aike,137309,79319,47468,10522,70006,40253,23648,6105,67303,39066,23820,4417,0.5776678877568113,0.3457020297285684,0.0766300825146203,0.5749935719795446,0.3377996171756706,0.0872068108447847,0.5804496084869917,0.3539218162637624,0.0656285752492459,-51.4134125039336,-70.5618155469082
Santa Cruz,Lago Argentino,25384,9644,14324,1416,12789,4751,7274,764,12595,4893,7050,652,0.3799243618027104,0.5642924676961866,0.055783170501103,0.3714911251857065,0.5687700367503323,0.0597388380639612,0.3884874950377134,0.5597459309249703,0.0517665740373163,-49.8364881436802,-72.06547133431
Santa Cruz,Lago Buenos Aires,12584,6428,5213,943,6246,3232,2502,512,6338,3196,2711,431,0.510807374443738,0.4142561983471074,0.0749364272091544,0.5174511687479987,0.4005763688760806,0.0819724623759205,0.5042600189334174,0.4277374566109183,0.0680025244556642,-46.8342043710739,-70.6313995743965
Santa Cruz,Magallanes,12828,6747,5415,666,6411,3458,2593,360,6417,3289,2822,306,0.5259588400374181,0.4221234798877455,0.0519176800748363,0.5393854312899704,0.4044610825144283,0.0561534861956013,0.5125448028673835,0.4397693626305127,0.0476858345021037,-48.8383418227095,-68.4681621290535
Santa Cruz,Río Chico,6271,3575,2275,421,3186,1808,1168,210,3085,1767,1107,211,0.5700845160261522,0.3627810556530059,0.0671344283208419,0.5674827369742624,0.3666038920276208,0.0659133709981167,0.572771474878444,0.3588330632090761,0.0683954619124797,-48.2873290195571,-71.113837498627
Santa Fe,Belgrano,48544,41096,6919,529,24506,20781,3456,269,24038,20315,3463,260,0.8465721819380356,0.142530487804878,0.0108973302570863,0.8479964090426835,0.1410266873418754,0.0109769036154411,0.8451202263083452,0.1440635660204676,0.0108162076711872,-32.6104361547012,-61.7047364516353
